USN,CollegeName,Result,Score,s1_name,s1_r,s1_f,s1_i,s1_t,s2_name,s2_r,s2_f,s2_i,s2_t,s3_name,s3_r,s3_f,s3_i,s3_t,s4_name,s4_r,s4_f,s4_i,s4_t,s5_name,s5_r,s5_f,s5_i,s5_t
M1612419, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,33,8,41,BUSINESS INTELLIGENCE ,Pass,47,8,55,J2EE ,Pass,43,12,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,195,50,245
M1612420, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,9,49,BUSINESS INTELLIGENCE ,Pass,51,14,65,J2EE ,Pass,46,9,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,8,84,PROJECT AND VIVA VOCE ,Pass,215,51,266
M1612421, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,1ST C,66.92,SOFTWARE PRACTICES AND TESTING ,Pass,47,9,56,BUSINESS INTELLIGENCE ,Pass,54,10,64,J2EE ,Pass,44,11,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,63,14,77,PROJECT AND VIVA VOCE ,Pass,150,41,191
M1612422, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,84.11,SOFTWARE PRACTICES AND TESTING ,Pass,64,16,80,BUSINESS INTELLIGENCE ,Pass,64,16,80,J2EE ,Pass,47,15,62,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,16,91,PROJECT AND VIVA VOCE ,Pass,200,42,242
M1612423, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,34,8,42,BUSINESS INTELLIGENCE ,Pass,51,11,62,J2EE ,Pass,32,11,43,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,15,86,PROJECT AND VIVA VOCE ,Pass,215,40,255
M1612425, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,8,50,BUSINESS INTELLIGENCE ,Pass,46,8,54,J2EE ,Pass,33,11,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,12,81,PROJECT AND VIVA VOCE ,Pass,175,45,220
M1612426, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,77.14,SOFTWARE PRACTICES AND TESTING ,Pass,58,13,71,BUSINESS INTELLIGENCE ,Pass,55,10,65,J2EE ,Pass,37,13,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,17,88,PROJECT AND VIVA VOCE ,Pass,200,45,245
M1612427, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,9,51,BUSINESS INTELLIGENCE ,Pass,45,14,59,J2EE ,Pass,34,14,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,11,82,PROJECT AND VIVA VOCE ,Pass,150,35,185
M1612428, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,73.81,SOFTWARE PRACTICES AND TESTING ,Pass,46,8,54,BUSINESS INTELLIGENCE ,Pass,49,8,57,J2EE ,Pass,35,12,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,16,91,PROJECT AND VIVA VOCE ,Pass,205,42,247
M1612431, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,79.16,SOFTWARE PRACTICES AND TESTING ,Pass,54,15,69,BUSINESS INTELLIGENCE ,Pass,52,20,72,J2EE ,Pass,40,13,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,17,91,PROJECT AND VIVA VOCE ,Pass,150,40,190
M1612432, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,41,8,49,BUSINESS INTELLIGENCE ,Pass,50,8,58,J2EE ,Pass,36,8,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,14,85,PROJECT AND VIVA VOCE ,Pass,146,40,186
M1612433, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,72.92,SOFTWARE PRACTICES AND TESTING ,Pass,60,8,68,BUSINESS INTELLIGENCE ,Pass,44,10,54,J2EE ,Pass,44,12,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,17,95,PROJECT AND VIVA VOCE ,Pass,165,42,207
M1612434, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,75.73,SOFTWARE PRACTICES AND TESTING ,Pass,55,16,71,BUSINESS INTELLIGENCE ,Pass,51,20,71,J2EE ,Pass,47,13,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,210,51,261
M1612435, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,FAIL,56.57,SOFTWARE PRACTICES AND TESTING ,Fail,19,9,28,BUSINESS INTELLIGENCE ,Pass,41,8,49,J2EE ,Fail,16,10,26,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,8,80,PROJECT AND VIVA VOCE ,Pass,175,38,213
M1612601, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,FAIL,71.86,SOFTWARE PRACTICES AND TESTING ,Pass,43,17,60,BUSINESS INTELLIGENCE ,Pass,49,16,65,J2EE ,Fail,21,17,38,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,17,85,PROJECT AND VIVA VOCE ,Pass,205,50,255
M1612602, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,DISTI,78.35,SOFTWARE PRACTICES AND TESTING ,Pass,38,19,57,BUSINESS INTELLIGENCE ,Pass,57,19,76,J2EE ,Pass,55,19,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,19,97,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1612604, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,DISTI,76.14,SOFTWARE PRACTICES AND TESTING ,Pass,33,18,51,BUSINESS INTELLIGENCE ,Pass,67,18,85,J2EE ,Pass,54,16,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,16,91,PROJECT AND VIVA VOCE ,Pass,230,56,286
M1612605, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,43,17,60,BUSINESS INTELLIGENCE ,Pass,52,17,69,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,18,88,PROJECT AND VIVA VOCE ,Pass,210,52,262
M1612606, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,43,17,60,BUSINESS INTELLIGENCE ,Pass,52,16,68,J2EE ,Pass,32,17,49,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,17,86,PROJECT AND VIVA VOCE ,Pass,200,50,250
M1612607, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,16,48,BUSINESS INTELLIGENCE ,Pass,58,16,74,J2EE ,Pass,52,16,68,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,16,90,PROJECT AND VIVA VOCE ,Pass,230,57,287
M1612608, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,DISTI,79.78,SOFTWARE PRACTICES AND TESTING ,Pass,48,18,66,BUSINESS INTELLIGENCE ,Pass,67,18,85,J2EE ,Pass,66,19,85,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,19,97,PROJECT AND VIVA VOCE ,Pass,234,58,292
M1612609, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,46,17,63,BUSINESS INTELLIGENCE ,Pass,52,17,69,J2EE ,Pass,40,18,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,18,88,PROJECT AND VIVA VOCE ,Pass,215,52,267
M1612610, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,45,18,63,BUSINESS INTELLIGENCE ,Pass,53,18,71,J2EE ,Pass,36,18,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,18,89,PROJECT AND VIVA VOCE ,Pass,218,54,272
M1612612, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,17,61,BUSINESS INTELLIGENCE ,Pass,49,16,65,J2EE ,Pass,37,16,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,17,82,PROJECT AND VIVA VOCE ,Pass,180,50,230
M1612613, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,18,50,BUSINESS INTELLIGENCE ,Pass,50,18,68,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,18,89,PROJECT AND VIVA VOCE ,Pass,210,55,265
M1612614, College : 4315  -  S S E SOCIETY S SWAMI VIVEKANAND  B.C.A. COLLEGE  HAROGERI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,18,50,BUSINESS INTELLIGENCE ,Pass,51,18,69,J2EE ,Pass,37,18,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,19,91,PROJECT AND VIVA VOCE ,Pass,215,55,270
M1612801, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,46,10,56,BUSINESS INTELLIGENCE ,Pass,49,14,63,J2EE ,Pass,33,12,45,J2EE AND SOFTWARE TESTING LABORATORY,Pass,57,14,71,PROJECT AND VIVA VOCE ,Pass,210,43,253
M1612802, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,80.38,SOFTWARE PRACTICES AND TESTING ,Pass,51,15,66,BUSINESS INTELLIGENCE ,Pass,64,16,80,J2EE ,Pass,34,13,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,63,11,74,PROJECT AND VIVA VOCE ,Pass,225,56,281
M1612803, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,40.57,SOFTWARE PRACTICES AND TESTING ,Fail,15,8,23,BUSINESS INTELLIGENCE ,Fail,4,8,12,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,9,59,PROJECT AND VIVA VOCE ,Pass,120,30,150
M1612804, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,76.41,SOFTWARE PRACTICES AND TESTING ,Pass,51,18,69,BUSINESS INTELLIGENCE ,Pass,67,17,84,J2EE ,Pass,57,15,72,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,18,92,PROJECT AND VIVA VOCE ,Pass,195,56,251
M1612806, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,55.29,SOFTWARE PRACTICES AND TESTING ,Pass,32,8,40,BUSINESS INTELLIGENCE ,Fail,11,8,19,J2EE ,Fail,9,8,17,J2EE AND SOFTWARE TESTING LABORATORY,Pass,48,8,56,PROJECT AND VIVA VOCE ,Pass,205,50,255
M1612807, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,79.16,SOFTWARE PRACTICES AND TESTING ,Pass,62,18,80,BUSINESS INTELLIGENCE ,Pass,70,19,89,J2EE ,Pass,51,18,69,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,19,92,PROJECT AND VIVA VOCE ,Pass,220,57,277
M1612810, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,1ST C,64.16,SOFTWARE PRACTICES AND TESTING ,Pass,34,12,46,BUSINESS INTELLIGENCE ,Pass,60,14,74,J2EE ,Pass,34,12,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,63,16,79,PROJECT AND VIVA VOCE ,Pass,210,57,267
M1612811, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,1ST C,63.22,SOFTWARE PRACTICES AND TESTING ,Pass,40,14,54,BUSINESS INTELLIGENCE ,Pass,55,16,71,J2EE ,Pass,38,16,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,56,16,72,PROJECT AND VIVA VOCE ,Pass,200,50,250
M1612813, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,54.57,SOFTWARE PRACTICES AND TESTING ,Pass,33,16,49,BUSINESS INTELLIGENCE ,Pass,33,15,48,J2EE ,Fail,20,15,35,J2EE AND SOFTWARE TESTING LABORATORY,Fail,Ab.,15,15,PROJECT AND VIVA VOCE ,Pass,190,45,235
M1612814, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,74.81,SOFTWARE PRACTICES AND TESTING ,Pass,42,18,60,BUSINESS INTELLIGENCE ,Pass,57,19,76,J2EE ,Pass,47,17,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,220,57,277
M1612815, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,65.71,SOFTWARE PRACTICES AND TESTING ,Pass,35,11,46,BUSINESS INTELLIGENCE ,Pass,46,14,60,J2EE ,Fail,19,12,31,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,16,86,PROJECT AND VIVA VOCE ,Pass,185,52,237
M1612817, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,64.86,SOFTWARE PRACTICES AND TESTING ,Pass,32,9,41,BUSINESS INTELLIGENCE ,Pass,32,13,45,J2EE ,Fail,19,12,31,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,200,50,250
M1612818, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,47.14,SOFTWARE PRACTICES AND TESTING ,Fail,21,9,30,BUSINESS INTELLIGENCE ,Fail,7,10,17,J2EE ,Fail,12,9,21,J2EE AND SOFTWARE TESTING LABORATORY,Pass,36,15,51,PROJECT AND VIVA VOCE ,Pass,170,41,211
M1612819, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,1ST C,65.43,SOFTWARE PRACTICES AND TESTING ,Pass,32,15,47,BUSINESS INTELLIGENCE ,Pass,32,14,46,J2EE ,Pass,32,13,45,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,18,89,PROJECT AND VIVA VOCE ,Pass,210,57,267
M1612820, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,37,11,48,BUSINESS INTELLIGENCE ,Pass,32,12,44,J2EE ,Pass,32,13,45,J2EE AND SOFTWARE TESTING LABORATORY,Pass,41,12,53,PROJECT AND VIVA VOCE ,Pass,195,50,245
M1612821, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,15,57,BUSINESS INTELLIGENCE ,Pass,32,17,49,J2EE ,Pass,38,14,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,54,13,67,PROJECT AND VIVA VOCE ,Pass,185,52,237
M1612822, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,FAIL,66.86,SOFTWARE PRACTICES AND TESTING ,Pass,41,17,58,BUSINESS INTELLIGENCE ,Pass,32,17,49,J2EE ,Fail,20,15,35,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,19,91,PROJECT AND VIVA VOCE ,Pass,180,55,235
M1612823, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,72.41,SOFTWARE PRACTICES AND TESTING ,Pass,50,17,67,BUSINESS INTELLIGENCE ,Pass,38,19,57,J2EE ,Pass,64,16,80,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,19,97,PROJECT AND VIVA VOCE ,Pass,215,56,271
M1612824, College : 4316  -  SWAMI VIVEKANAND B.C.A. COLLEGE  NANADI,DISTI,72.73,SOFTWARE PRACTICES AND TESTING ,Pass,37,17,54,BUSINESS INTELLIGENCE ,Pass,56,18,74,J2EE ,Pass,51,15,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,19,93,PROJECT AND VIVA VOCE ,Pass,205,54,259
M1613001, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,84.89,SOFTWARE PRACTICES AND TESTING ,Pass,51,20,71,BUSINESS INTELLIGENCE ,Pass,70,20,90,J2EE ,Pass,69,20,89,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,237,60,297
M1613002, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,80.68,SOFTWARE PRACTICES AND TESTING ,Pass,42,19,61,BUSINESS INTELLIGENCE ,Pass,65,19,84,J2EE ,Pass,60,19,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,19,97,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613003, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,73,SOFTWARE PRACTICES AND TESTING ,Pass,39,19,58,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,48,19,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,19,97,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613005, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,82.08,SOFTWARE PRACTICES AND TESTING ,Pass,41,20,61,BUSINESS INTELLIGENCE ,Pass,64,20,84,J2EE ,Pass,67,20,87,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,236,59,295
M1613006, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,91.84,SOFTWARE PRACTICES AND TESTING ,Pass,73,20,93,BUSINESS INTELLIGENCE ,Pass,79,20,99,J2EE ,Pass,75,20,95,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,238,60,298
M1613007, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,82.57,SOFTWARE PRACTICES AND TESTING ,Pass,74,20,94,BUSINESS INTELLIGENCE ,Pass,77,20,97,J2EE ,Pass,52,20,72,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613008, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,77.49,SOFTWARE PRACTICES AND TESTING ,Pass,32,18,50,BUSINESS INTELLIGENCE ,Pass,58,18,76,J2EE ,Pass,48,18,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,18,95,PROJECT AND VIVA VOCE ,Pass,234,58,292
M1613010, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,73.57,SOFTWARE PRACTICES AND TESTING ,Pass,33,16,49,BUSINESS INTELLIGENCE ,Pass,44,16,60,J2EE ,Pass,40,18,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,18,95,PROJECT AND VIVA VOCE ,Pass,233,57,290
M1613011, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,81.43,SOFTWARE PRACTICES AND TESTING ,Pass,52,20,72,BUSINESS INTELLIGENCE ,Pass,67,20,87,J2EE ,Pass,48,20,68,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613014, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,78.19,SOFTWARE PRACTICES AND TESTING ,Pass,32,19,51,BUSINESS INTELLIGENCE ,Pass,57,19,76,J2EE ,Pass,54,20,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613015, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,FAIL,77.86,SOFTWARE PRACTICES AND TESTING ,Fail,20,18,38,BUSINESS INTELLIGENCE ,Pass,46,18,64,J2EE ,Pass,32,20,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613016, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,81.08,SOFTWARE PRACTICES AND TESTING ,Pass,33,19,52,BUSINESS INTELLIGENCE ,Pass,56,19,75,J2EE ,Pass,52,19,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,234,58,292
M1613017, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,81.97,SOFTWARE PRACTICES AND TESTING ,Pass,56,20,76,BUSINESS INTELLIGENCE ,Pass,56,20,76,J2EE ,Pass,49,20,69,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613018, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,FAIL,71.86,SOFTWARE PRACTICES AND TESTING ,Fail,20,15,35,BUSINESS INTELLIGENCE ,Pass,37,15,52,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,230,52,282
M1613019, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,FAIL,71.43,SOFTWARE PRACTICES AND TESTING ,Fail,20,15,35,BUSINESS INTELLIGENCE ,Pass,32,15,47,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,230,54,284
M1613020, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,80.3,SOFTWARE PRACTICES AND TESTING ,Pass,56,20,76,BUSINESS INTELLIGENCE ,Pass,62,20,82,J2EE ,Pass,44,20,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1613021, College : 4361  -  D M S M COLLEGE OF COMPUTER APPLICATION  BELAGAVI,DISTI,78.08,SOFTWARE PRACTICES AND TESTING ,Pass,44,19,63,BUSINESS INTELLIGENCE ,Pass,35,19,54,J2EE ,Pass,41,19,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,19,98,PROJECT AND VIVA VOCE ,Pass,236,58,294
M1613201, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,1ST C,65.05,SOFTWARE PRACTICES AND TESTING ,Pass,32,17,49,BUSINESS INTELLIGENCE ,Pass,53,12,65,J2EE ,Pass,37,16,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,62,15,77,PROJECT AND VIVA VOCE ,Pass,202,52,254
M1613202, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,FAIL,66.29,SOFTWARE PRACTICES AND TESTING ,Fail,10,17,27,BUSINESS INTELLIGENCE ,Pass,34,17,51,J2EE ,Pass,40,14,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,18,68,PROJECT AND VIVA VOCE ,Pass,211,53,264
M1613205, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,8,52,BUSINESS INTELLIGENCE ,Pass,49,11,60,J2EE ,Pass,43,8,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,4,75,PROJECT AND VIVA VOCE ,Pass,189,49,238
M1613207, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,FAIL,55,SOFTWARE PRACTICES AND TESTING ,Pass,39,8,47,BUSINESS INTELLIGENCE ,Pass,46,8,54,J2EE ,Fail,18,9,27,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,14,82,PROJECT AND VIVA VOCE ,Pass,140,35,175
M1613208, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,2ND C,58.81,SOFTWARE PRACTICES AND TESTING ,Pass,61,8,69,BUSINESS INTELLIGENCE ,Pass,54,8,62,J2EE ,Pass,42,8,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,42,4,46,PROJECT AND VIVA VOCE ,Pass,185,34,219
M1613209, College : 4366  -  SRI SIDDALINGESHWARA B.C.A.COLLEGE  GOKAK,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,52,10,62,BUSINESS INTELLIGENCE ,Pass,32,8,40,J2EE ,Pass,36,8,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,58,8,66,PROJECT AND VIVA VOCE ,Pass,201,40,241
M1613401, College : 5204  -  S B ARTS & KCP SCIENCE COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,9,41,BUSINESS INTELLIGENCE ,Pass,53,13,66,J2EE ,Pass,32,10,42,J2EE AND SOFTWARE TESTING LABORATORY,Pass,44,8,52,PROJECT AND VIVA VOCE ,Pass,187,40,227
M1613402, College : 5204  -  S B ARTS & KCP SCIENCE COLLEGE  VIJAYAPURA,2ND C,59.24,SOFTWARE PRACTICES AND TESTING ,Pass,43,11,54,BUSINESS INTELLIGENCE ,Pass,66,16,82,J2EE ,Pass,32,9,41,J2EE AND SOFTWARE TESTING LABORATORY,Pass,58,14,72,PROJECT AND VIVA VOCE ,Pass,183,40,223
M1613403, College : 5204  -  S B ARTS & KCP SCIENCE COLLEGE  VIJAYAPURA,FAIL,62.71,SOFTWARE PRACTICES AND TESTING ,Pass,32,9,41,BUSINESS INTELLIGENCE ,Pass,48,15,63,J2EE ,Fail,13,9,22,J2EE AND SOFTWARE TESTING LABORATORY,Pass,46,11,57,PROJECT AND VIVA VOCE ,Pass,208,48,256
M1613404, College : 5204  -  S B ARTS & KCP SCIENCE COLLEGE  VIJAYAPURA,FAIL,63.14,SOFTWARE PRACTICES AND TESTING ,Pass,32,12,44,BUSINESS INTELLIGENCE ,Fail,13,15,28,J2EE ,Pass,33,12,45,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,14,89,PROJECT AND VIVA VOCE ,Pass,194,42,236
M1613405, College : 5204  -  S B ARTS & KCP SCIENCE COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,33,13,46,BUSINESS INTELLIGENCE ,Pass,45,17,62,J2EE ,Pass,32,14,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,12,80,PROJECT AND VIVA VOCE ,Pass,218,51,269
